invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I101250,C190729,Male,58,Technology,1,2407.79,Credit Card,28/09/2022,Istinye Park
I101251,C162208,Female,22,Clothing,3,904.41,Cash,09/02/2022,Metrocity
I101252,C147910,Male,42,Books,5,122.29,Credit Card,22/08/2022,Watergarden Istanbul
I101253,C109358,Male,19,Shoes,4,1222.79,Cash,26/05/2021,Forum Istanbul
I101254,C130345,Female,47,Shoes,4,2508.1,Cash,29/04/2022,Zorlu Center
I101255,C119860,Male,36,Books,2,54.87,Debit Card,12/02/2021,Mall of Istanbul
I101256,C196994,Female,19,Shoes,3,2822.33,Credit Card,21/11/2021,Kanyon
I101257,C138327,Male,62,Food & Beverage,3,121.6,Cash,07/02/2022,Cevahir AVM
I101258,C128965,Male,63,Toys,5,293.31,Credit Card,13/01/2023,Metrocity
I101259,C161500,Male,24,Toys,3,282.14,Credit Card,13/02/2023,Cevahir AVM
I101260,C192372,Male,64,Toys,2,53.86,Debit Card,14/11/2021,Cevahir AVM
I101261,C100045,Male,20,Food & Beverage,4,187.08,Cash,25/12/2022,Cevahir AVM
I101262,C101145,Female,49,Shoes,2,2943.33,Debit Card,05/05/2022,Watergarden Istanbul
I101263,C121023,Female,49,Technology,4,4203.23,Debit Card,24/01/2023,Emaar Square Mall
I101264,C143882,Male,42,Toys,1,544.56,Debit Card,08/03/2023,Mall of Istanbul
I101265,C149963,Female,45,Clothing,5,461.58,Debit Card,07/03/2021,Zorlu Center
I101266,C128064,Female,64,Toys,1,464.16,Credit Card,26/09/2022,Mall of Istanbul
I101267,C125523,Male,64,Cosmetics,5,449.58,Debit Card,08/01/2022,Emaar Square Mall
I101268,C159968,Female,49,Cosmetics,2,266.8,Cash,26/01/2022,Zorlu Center
I101269,C178300,Female,37,Cosmetics,3,685.97,Credit Card,23/08/2022,Mall of Istanbul
I101270,C136735,Male,18,Food & Beverage,1,109.73,Debit Card,17/08/2021,Forum Istanbul
I101271,C163903,Female,42,Souvenir,2,118.39,Credit Card,23/10/2021,Cevahir AVM
I101272,C144839,Male,44,Cosmetics,1,227.89,Cash,27/07/2022,Watergarden Istanbul
I101273,C184178,Female,66,Books,4,227.75,Cash,22/02/2023,Istinye Park
I101274,C116297,Female,64,Books,1,194.19,Debit Card,13/08/2022,Istinye Park
I101275,C124201,Male,52,Clothing,3,1095.1,Debit Card,28/01/2023,Cevahir AVM
I101276,C197297,Male,65,Toys,2,67.42,Cash,19/07/2022,Zorlu Center
I101277,C154343,Female,18,Toys,5,365.45,Credit Card,31/08/2021,Forum Istanbul
I101278,C178171,Male,18,Books,4,248.89,Cash,07/05/2022,Metropol AVM
I101279,C140708,Male,34,Shoes,1,2821.95,Credit Card,02/10/2021,Cevahir AVM
I101280,C169334,Male,46,Food & Beverage,1,80.88,Debit Card,21/11/2021,Cevahir AVM
I101281,C187799,Male,36,Clothing,4,890.59,Debit Card,18/04/2021,Metrocity
I101282,C106298,Female,60,Technology,1,2282.2,Cash,09/12/2022,Mall of Istanbul
I101283,C121028,Female,44,Clothing,1,1311.44,Cash,11/02/2023,Emaar Square Mall
I101284,C176571,Female,50,Souvenir,4,279.67,Credit Card,20/02/2022,Zorlu Center
I101285,C189032,Female,40,Technology,4,6154.93,Cash,26/03/2021,Cevahir AVM
I101286,C195054,Male,59,Souvenir,2,95.95,Debit Card,03/09/2022,Metropol AVM
I101287,C115145,Female,59,Cosmetics,2,552.52,Debit Card,15/08/2021,Emaar Square Mall
I101288,C130222,Female,39,Food & Beverage,4,186.93,Debit Card,26/07/2021,Emaar Square Mall
I101289,C181950,Female,23,Toys,5,157.46,Debit Card,05/11/2021,Watergarden Istanbul
I101290,C163878,Male,30,Toys,4,459.3,Credit Card,23/05/2022,Istinye Park
I101291,C137257,Male,64,Cosmetics,4,709.24,Cash,22/07/2022,Mall of Istanbul
I101292,C115405,Male,61,Souvenir,4,132.27,Cash,18/09/2022,Cevahir AVM
I101293,C126965,Male,46,Shoes,3,1677.98,Cash,11/07/2022,Zorlu Center
I101294,C102105,Male,69,Cosmetics,4,669.87,Cash,08/05/2021,Watergarden Istanbul
I101295,C178824,Male,65,Cosmetics,5,601.26,Debit Card,27/02/2021,Mall of Istanbul
I101296,C143674,Male,61,Toys,2,465.93,Cash,20/05/2021,Metrocity
I101297,C170810,Female,47,Technology,4,3791.09,Debit Card,13/02/2023,Istinye Park
I101298,C147891,Male,21,Clothing,2,1277.52,Cash,20/04/2022,Metrocity
I101299,C115115,Female,57,Shoes,1,662.88,Debit Card,10/05/2022,Metrocity
I101300,C178655,Male,39,Toys,1,331.46,Cash,24/01/2022,Kanyon
I101301,C133454,Male,20,Food & Beverage,2,107.62,Cash,13/11/2021,Metropol AVM
I101302,C146193,Male,62,Shoes,4,1909.51,Debit Card,10/01/2022,Istinye Park
I101303,C138133,Male,44,Food & Beverage,5,19.01,Credit Card,18/03/2021,Metrocity
I101304,C178036,Male,36,Technology,4,1267.71,Credit Card,26/07/2022,Istinye Park
I101305,C113922,Female,53,Shoes,4,2361.8,Cash,06/12/2022,Forum Istanbul
I101306,C199840,Male,30,Shoes,4,422.55,Debit Card,19/04/2021,Cevahir AVM
I101307,C149972,Female,31,Toys,1,150.43,Credit Card,14/09/2022,Watergarden Istanbul
I101308,C145377,Female,20,Clothing,3,1046.75,Debit Card,30/10/2022,Metrocity
I101309,C181982,Female,26,Shoes,3,755.94,Debit Card,04/04/2021,Istinye Park
I101310,C181264,Female,44,Souvenir,5,158.52,Cash,08/11/2021,Emaar Square Mall
I101311,C174592,Female,30,Clothing,2,96.55,Credit Card,30/04/2021,Metrocity
I101312,C184305,Female,28,Toys,1,502.52,Debit Card,21/03/2021,Emaar Square Mall
I101313,C166265,Male,61,Shoes,5,3175.51,Cash,23/01/2023,Mall of Istanbul
I101314,C194072,Female,30,Souvenir,1,62.1,Debit Card,04/11/2022,Istinye Park
I101315,C162016,Female,62,Shoes,5,1429.15,Debit Card,13/05/2021,Cevahir AVM
I101316,C110090,Male,60,Souvenir,2,171.56,Debit Card,12/04/2021,Cevahir AVM
I101317,C195244,Male,31,Toys,1,131.28,Debit Card,21/10/2022,Metropol AVM
I101318,C126070,Female,57,Books,5,129.67,Debit Card,28/11/2022,Metropol AVM
I101319,C143794,Female,21,Souvenir,5,161.29,Credit Card,03/01/2021,Mall of Istanbul
I101320,C181200,Female,63,Food & Beverage,4,95.79,Cash,09/03/2022,Mall of Istanbul
I101321,C152094,Female,30,Technology,2,998.37,Credit Card,22/12/2021,Watergarden Istanbul
I101322,C198656,Male,38,Clothing,5,244.87,Debit Card,15/05/2022,Metrocity
I101323,C151344,Male,57,Clothing,3,639.69,Debit Card,04/06/2022,Zorlu Center
I101324,C139786,Male,18,Technology,1,2897.37,Debit Card,13/12/2021,Cevahir AVM
I101325,C191052,Male,29,Souvenir,3,64.73,Credit Card,23/09/2022,Kanyon
I101326,C148201,Female,25,Shoes,5,1605.91,Credit Card,13/02/2023,Zorlu Center
I101327,C193646,Female,44,Books,5,56.56,Debit Card,21/02/2021,Metropol AVM
I101328,C196162,Male,69,Food & Beverage,3,138.08,Debit Card,30/03/2021,Cevahir AVM
I101329,C133982,Female,39,Food & Beverage,4,34.93,Cash,10/08/2021,Forum Istanbul
I101330,C168265,Male,28,Books,3,23.09,Debit Card,28/09/2022,Emaar Square Mall
I101331,C151867,Male,48,Technology,1,5532.63,Debit Card,03/01/2022,Metrocity
I101332,C114150,Male,42,Technology,4,6164.8,Cash,03/08/2022,Metropol AVM
I101333,C152241,Female,49,Toys,3,475.29,Debit Card,05/07/2022,Istinye Park
I101334,C112988,Female,56,Shoes,5,233.04,Debit Card,26/01/2022,Zorlu Center
I101335,C153195,Female,46,Shoes,5,486.88,Cash,11/12/2021,Istinye Park
I101336,C125344,Male,22,Toys,1,173.62,Cash,22/08/2021,Forum Istanbul
I101337,C128283,Male,27,Clothing,5,466.64,Credit Card,24/04/2022,Forum Istanbul
I101338,C122645,Female,55,Books,3,169.21,Credit Card,31/05/2022,Metropol AVM
I101339,C199664,Female,34,Books,1,60.83,Debit Card,18/02/2021,Metropol AVM
I101340,C150811,Female,53,Clothing,3,223.12,Debit Card,09/06/2021,Mall of Istanbul
I101341,C134828,Male,24,Cosmetics,4,668.68,Cash,03/02/2023,Cevahir AVM
I101342,C107874,Female,30,Shoes,5,2369.67,Credit Card,03/02/2022,Emaar Square Mall
I101343,C142446,Male,37,Books,4,98.94,Debit Card,15/01/2023,Emaar Square Mall
I101344,C166502,Female,25,Technology,4,5007.12,Credit Card,20/05/2022,Metrocity
I101345,C155123,Female,51,Toys,4,552.06,Credit Card,28/11/2022,Mall of Istanbul
I101346,C144962,Male,34,Souvenir,4,141.32,Cash,21/08/2021,Kanyon
I101347,C198061,Female,47,Food & Beverage,5,105.98,Debit Card,03/01/2021,Istinye Park
I101348,C152546,Female,21,Clothing,2,267.13,Debit Card,05/10/2021,Watergarden Istanbul
I101349,C150040,Female,36,Souvenir,2,140.73,Debit Card,20/02/2023,Mall of Istanbul
I101350,C101673,Female,24,Cosmetics,1,296.98,Credit Card,31/01/2023,Emaar Square Mall
I101351,C145133,Male,24,Shoes,5,2895.59,Debit Card,30/12/2021,Mall of Istanbul
I101352,C158312,Female,65,Shoes,4,1081.09,Cash,02/01/2022,Metropol AVM
I101353,C137090,Female,66,Toys,1,72.26,Debit Card,11/05/2021,Mall of Istanbul
I101354,C127631,Female,60,Technology,3,771.35,Credit Card,21/12/2021,Watergarden Istanbul
I101355,C153725,Female,41,Technology,2,6510.25,Debit Card,30/03/2022,Cevahir AVM
I101356,C122136,Female,50,Technology,5,6134.93,Credit Card,22/11/2022,Metrocity
I101357,C156258,Female,35,Technology,5,6693.13,Debit Card,22/01/2022,Cevahir AVM
I101358,C126353,Male,62,Cosmetics,2,496.53,Debit Card,17/05/2021,Metrocity
I101359,C111891,Male,37,Toys,2,339.94,Credit Card,13/01/2022,Watergarden Istanbul
I101360,C188975,Male,67,Clothing,4,526.3,Cash,21/02/2022,Forum Istanbul
I101361,C178456,Female,20,Technology,2,5900.25,Debit Card,10/10/2022,Emaar Square Mall
I101362,C155526,Male,19,Souvenir,4,293.05,Credit Card,15/09/2022,Zorlu Center
I101363,C146416,Female,56,Toys,4,51.25,Cash,14/01/2021,Emaar Square Mall
I101364,C162506,Female,58,Souvenir,3,23.54,Cash,04/01/2023,Kanyon
I101365,C162861,Male,49,Technology,4,884.38,Debit Card,16/08/2021,Istinye Park
I101366,C183789,Male,45,Shoes,3,2653.88,Credit Card,24/10/2021,Metropol AVM
I101367,C127947,Male,61,Food & Beverage,3,199.5,Credit Card,21/06/2021,Kanyon
I101368,C187392,Male,47,Toys,1,502.44,Debit Card,19/03/2021,Cevahir AVM
I101369,C142795,Female,67,Souvenir,5,68.35,Debit Card,27/03/2021,Emaar Square Mall
I101370,C185682,Male,18,Books,4,114.82,Credit Card,15/05/2021,Watergarden Istanbul
I101371,C160500,Female,39,Books,1,215.39,Cash,20/06/2021,Zorlu Center
I101372,C105565,Female,64,Shoes,5,3413.52,Debit Card,06/12/2021,Metrocity
I101373,C194405,Female,28,Shoes,2,1549.12,Credit Card,30/04/2021,Emaar Square Mall
I101374,C114067,Male,64,Technology,3,5164.96,Cash,29/05/2021,Istinye Park
I101375,C116233,Female,33,Cosmetics,4,177.39,Debit Card,12/01/2023,Mall of Istanbul
I101376,C117600,Male,21,Shoes,5,2282.8,Cash,04/01/2023,Istinye Park
I101377,C171714,Female,21,Toys,5,184.0,Debit Card,04/03/2021,Emaar Square Mall
I101378,C192212,Male,47,Technology,4,791.97,Debit Card,05/11/2021,Watergarden Istanbul
I101379,C157225,Male,59,Souvenir,2,154.69,Credit Card,21/10/2021,Istinye Park
I101380,C156900,Male,31,Food & Beverage,4,167.66,Cash,12/11/2021,Istinye Park
I101381,C166561,Female,40,Souvenir,2,106.84,Debit Card,16/01/2022,Istinye Park
I101382,C120848,Female,19,Souvenir,5,225.98,Debit Card,25/06/2022,Metropol AVM
I101383,C189491,Female,52,Toys,2,85.86,Credit Card,27/02/2022,Cevahir AVM
I101384,C141451,Male,52,Souvenir,1,187.36,Credit Card,23/08/2021,Metrocity
I101385,C166171,Female,51,Souvenir,2,99.61,Credit Card,20/04/2021,Istinye Park
I101386,C168422,Male,59,Technology,2,4588.39,Credit Card,08/12/2021,Watergarden Istanbul
I101387,C149977,Female,30,Books,3,103.62,Credit Card,26/12/2022,Kanyon
I101388,C160143,Female,51,Souvenir,2,215.77,Cash,22/07/2022,Metrocity
I101389,C174300,Male,64,Souvenir,5,137.22,Credit Card,12/07/2021,Forum Istanbul
I101390,C155143,Female,51,Toys,3,473.15,Credit Card,05/10/2022,Watergarden Istanbul
I101391,C103114,Female,50,Technology,5,3711.01,Debit Card,25/08/2021,Forum Istanbul
I101392,C159696,Male,64,Cosmetics,2,278.26,Debit Card,16/10/2021,Istinye Park
I101393,C178059,Male,19,Cosmetics,5,519.37,Credit Card,11/11/2021,Watergarden Istanbul
I101394,C124034,Male,44,Shoes,2,963.21,Debit Card,24/12/2021,Forum Istanbul
I101395,C111570,Female,64,Technology,5,1697.25,Credit Card,16/09/2022,Metropol AVM
I101396,C184837,Female,33,Cosmetics,2,109.54,Debit Card,15/07/2022,Metrocity
I101397,C165742,Female,31,Cosmetics,2,530.18,Credit Card,17/04/2021,Watergarden Istanbul
I101398,C189100,Male,63,Technology,4,1195.09,Cash,20/06/2022,Cevahir AVM
I101399,C164455,Male,52,Cosmetics,2,442.78,Cash,22/10/2021,Metropol AVM
I101400,C103723,Male,45,Cosmetics,4,790.56,Credit Card,22/09/2021,Forum Istanbul
I101401,C162714,Female,31,Books,1,43.44,Credit Card,11/01/2022,Istinye Park
I101402,C156052,Female,43,Cosmetics,2,149.47,Debit Card,09/10/2021,Forum Istanbul
I101403,C130252,Male,21,Cosmetics,2,380.03,Debit Card,13/07/2022,Watergarden Istanbul
I101404,C148395,Male,63,Clothing,2,828.07,Credit Card,04/03/2022,Kanyon
I101405,C118276,Male,29,Books,5,120.49,Credit Card,01/03/2021,Metropol AVM
I101406,C178156,Male,38,Souvenir,3,23.38,Cash,12/01/2022,Istinye Park
I101407,C153996,Male,25,Toys,4,405.22,Cash,07/06/2021,Cevahir AVM
I101408,C130042,Male,28,Souvenir,2,23.83,Debit Card,21/12/2022,Watergarden Istanbul
I101409,C157194,Female,65,Toys,3,101.64,Credit Card,16/10/2022,Metropol AVM
I101410,C137355,Female,21,Books,4,61.17,Credit Card,01/10/2021,Metropol AVM
I101411,C165566,Male,50,Shoes,2,1574.85,Debit Card,16/09/2021,Metrocity
I101412,C107297,Female,39,Toys,2,319.08,Debit Card,30/10/2021,Mall of Istanbul
I101413,C110925,Female,35,Souvenir,2,199.73,Credit Card,20/03/2021,Cevahir AVM
I101414,C179934,Male,47,Clothing,3,1037.33,Cash,09/07/2022,Kanyon
I101415,C115556,Female,44,Books,5,134.03,Debit Card,26/10/2021,Cevahir AVM
I101416,C179720,Female,25,Shoes,5,3268.0,Debit Card,08/02/2022,Istinye Park
I101417,C172091,Female,45,Books,5,130.53,Debit Card,06/03/2022,Zorlu Center
I101418,C167910,Female,41,Clothing,5,667.96,Debit Card,01/03/2022,Metropol AVM
I101419,C166095,Male,45,Cosmetics,2,496.23,Cash,21/11/2021,Watergarden Istanbul
I101420,C170723,Male,44,Clothing,4,265.34,Debit Card,11/02/2023,Forum Istanbul
I101421,C178931,Male,68,Cosmetics,1,341.31,Credit Card,23/10/2022,Forum Istanbul
I101422,C177347,Female,40,Food & Beverage,5,141.49,Debit Card,04/01/2022,Istinye Park
I101423,C164316,Female,48,Food & Beverage,1,46.6,Debit Card,11/12/2022,Kanyon
I101424,C147854,Male,23,Technology,5,849.31,Debit Card,02/01/2021,Mall of Istanbul
I101425,C105984,Female,35,Shoes,2,2293.85,Credit Card,12/03/2021,Istinye Park
I101426,C161406,Male,18,Clothing,5,1031.47,Credit Card,10/01/2023,Watergarden Istanbul
I101427,C149034,Female,33,Shoes,3,639.42,Debit Card,07/08/2021,Forum Istanbul
I101428,C160293,Female,45,Technology,4,2256.09,Credit Card,08/10/2021,Zorlu Center
I101429,C136288,Female,29,Shoes,5,1629.53,Credit Card,02/01/2021,Watergarden Istanbul
I101430,C115455,Female,36,Clothing,3,893.11,Credit Card,18/06/2022,Cevahir AVM
I101431,C188583,Female,66,Food & Beverage,3,144.49,Credit Card,07/07/2021,Mall of Istanbul
I101432,C134510,Male,54,Toys,3,562.29,Credit Card,10/07/2022,Kanyon
I101433,C101233,Male,29,Toys,1,155.78,Credit Card,26/09/2022,Kanyon
I101434,C170770,Female,31,Souvenir,4,292.16,Cash,27/04/2022,Cevahir AVM
I101435,C110828,Male,44,Shoes,2,2453.4,Credit Card,07/04/2022,Watergarden Istanbul
I101436,C125019,Female,39,Clothing,4,1200.45,Debit Card,09/04/2021,Watergarden Istanbul
I101437,C127822,Female,38,Toys,2,584.79,Debit Card,02/03/2022,Cevahir AVM
I101438,C185223,Female,64,Technology,4,4888.32,Credit Card,14/03/2021,Forum Istanbul
I101439,C146092,Female,32,Shoes,1,2026.02,Cash,04/12/2021,Istinye Park
I101440,C136392,Female,22,Technology,5,3207.38,Credit Card,23/06/2022,Watergarden Istanbul
I101441,C173880,Female,18,Souvenir,5,200.72,Debit Card,26/12/2021,Mall of Istanbul
I101442,C124279,Male,26,Shoes,1,1138.8,Cash,13/07/2022,Forum Istanbul
I101443,C111362,Male,33,Souvenir,3,192.76,Credit Card,09/11/2021,Zorlu Center
I101444,C115841,Female,26,Toys,3,546.41,Credit Card,04/02/2021,Emaar Square Mall
I101445,C115612,Female,60,Toys,1,517.61,Credit Card,20/03/2022,Cevahir AVM
I101446,C189164,Male,48,Technology,1,1966.43,Credit Card,06/01/2021,Watergarden Istanbul
I101447,C135268,Male,28,Shoes,2,1084.62,Debit Card,28/02/2022,Forum Istanbul
I101448,C173032,Male,28,Clothing,2,1228.33,Debit Card,01/03/2021,Watergarden Istanbul
I101449,C177505,Male,36,Food & Beverage,1,88.55,Debit Card,17/12/2021,Emaar Square Mall
I101450,C156899,Male,39,Shoes,3,1717.02,Debit Card,26/06/2022,Mall of Istanbul
I101451,C176750,Female,60,Technology,4,6977.99,Debit Card,07/09/2022,Metropol AVM
I101452,C140010,Female,49,Cosmetics,5,760.2,Credit Card,02/07/2021,Forum Istanbul
I101453,C155887,Male,45,Books,3,201.92,Debit Card,11/08/2022,Mall of Istanbul
I101454,C113377,Male,66,Cosmetics,1,126.76,Credit Card,08/02/2021,Watergarden Istanbul
I101455,C153971,Male,55,Shoes,5,3316.12,Cash,24/02/2021,Watergarden Istanbul
I101456,C174065,Female,63,Souvenir,3,111.45,Debit Card,24/10/2022,Zorlu Center
I101457,C151485,Female,23,Technology,3,1956.22,Credit Card,01/03/2023,Kanyon
I101458,C152468,Male,34,Toys,2,62.97,Cash,03/02/2022,Watergarden Istanbul
I101459,C192485,Male,23,Toys,3,498.73,Credit Card,18/12/2021,Kanyon
I101460,C105614,Male,51,Toys,3,151.19,Cash,08/08/2022,Watergarden Istanbul
I101461,C166925,Male,29,Food & Beverage,2,120.54,Credit Card,27/09/2022,Metropol AVM
I101462,C146408,Male,28,Technology,3,2148.65,Debit Card,28/05/2021,Kanyon
I101463,C182451,Male,32,Shoes,3,1463.41,Debit Card,24/07/2021,Cevahir AVM
I101464,C150860,Female,45,Souvenir,5,203.23,Credit Card,07/05/2021,Istinye Park
I101465,C137225,Female,62,Books,2,78.87,Cash,12/03/2021,Mall of Istanbul
I101466,C185111,Female,50,Technology,5,1614.09,Debit Card,05/12/2022,Emaar Square Mall
I101467,C164830,Male,41,Cosmetics,3,192.91,Debit Card,15/11/2021,Metropol AVM
I101468,C121445,Male,45,Shoes,2,2770.65,Cash,11/08/2021,Emaar Square Mall
I101469,C114580,Male,32,Souvenir,5,269.64,Debit Card,07/09/2021,Forum Istanbul
I101470,C197199,Female,35,Books,5,229.03,Cash,29/03/2021,Kanyon
I101471,C197256,Female,67,Food & Beverage,4,108.21,Cash,02/05/2022,Cevahir AVM
I101472,C129920,Male,30,Souvenir,5,225.06,Cash,24/08/2022,Mall of Istanbul
I101473,C198297,Female,39,Cosmetics,4,402.98,Debit Card,30/11/2022,Cevahir AVM
I101474,C139129,Female,65,Books,5,159.02,Credit Card,24/09/2022,Istinye Park
I101475,C159570,Female,46,Food & Beverage,2,68.18,Debit Card,31/03/2021,Istinye Park
I101476,C189949,Female,43,Cosmetics,1,623.33,Credit Card,08/10/2022,Istinye Park
I101477,C105891,Female,45,Clothing,4,273.45,Debit Card,23/05/2022,Kanyon
I101478,C136341,Male,65,Technology,4,4373.67,Cash,15/05/2021,Zorlu Center
I101479,C171352,Female,40,Cosmetics,1,537.16,Credit Card,05/05/2021,Forum Istanbul
I101480,C119987,Male,30,Souvenir,2,195.64,Cash,21/02/2023,Forum Istanbul
I101481,C178272,Female,59,Toys,5,166.18,Cash,21/10/2021,Metrocity
I101482,C140920,Male,24,Toys,4,188.85,Credit Card,30/01/2022,Zorlu Center
I101483,C152856,Female,64,Technology,4,6211.29,Cash,19/08/2021,Metrocity
I101484,C160565,Female,32,Shoes,4,564.46,Debit Card,09/09/2022,Watergarden Istanbul
I101485,C145160,Female,60,Shoes,5,1534.98,Credit Card,21/09/2022,Mall of Istanbul
I101486,C158783,Male,57,Technology,2,4348.12,Credit Card,27/03/2022,Cevahir AVM
I101487,C155595,Female,60,Technology,4,3649.53,Credit Card,19/02/2022,Zorlu Center
I101488,C158543,Male,18,Souvenir,4,98.93,Cash,22/03/2021,Watergarden Istanbul
I101489,C187644,Female,48,Toys,2,174.44,Debit Card,06/08/2022,Watergarden Istanbul
I101490,C150131,Female,43,Souvenir,3,84.92,Cash,16/12/2021,Kanyon
I101491,C136583,Female,54,Toys,4,54.77,Debit Card,22/01/2023,Watergarden Istanbul
I101492,C136977,Female,42,Food & Beverage,3,30.84,Cash,21/04/2021,Watergarden Istanbul
I101493,C123011,Female,63,Food & Beverage,1,106.28,Cash,07/11/2021,Watergarden Istanbul
I101494,C127620,Female,65,Cosmetics,2,594.18,Credit Card,02/04/2021,Emaar Square Mall
I101495,C168259,Female,66,Cosmetics,3,311.91,Credit Card,13/07/2021,Istinye Park
I101496,C138654,Female,58,Clothing,5,277.03,Debit Card,28/09/2022,Emaar Square Mall
I101497,C143191,Male,59,Clothing,1,597.41,Debit Card,28/05/2021,Watergarden Istanbul
I101498,C188563,Male,22,Technology,3,2684.46,Debit Card,03/01/2021,Metrocity
I101499,C111516,Male,49,Souvenir,1,297.0,Credit Card,18/03/2022,Metropol AVM
I101500,C106606,Male,54,Toys,1,445.92,Cash,10/10/2021,Metrocity
I101501,C137907,Female,46,Souvenir,4,101.53,Debit Card,29/01/2021,Mall of Istanbul
I101502,C148753,Female,26,Clothing,5,1287.27,Cash,19/10/2021,Kanyon
I101503,C122213,Male,33,Shoes,3,2078.4,Credit Card,04/11/2022,Istinye Park
I101504,C137468,Female,39,Cosmetics,5,396.71,Debit Card,01/01/2021,Metropol AVM
I101505,C150424,Female,30,Souvenir,1,90.39,Debit Card,24/08/2021,Mall of Istanbul
I101506,C174857,Male,47,Toys,3,331.9,Debit Card,28/02/2022,Kanyon
I101507,C167688,Female,38,Books,5,122.86,Debit Card,07/01/2023,Mall of Istanbul
I101508,C165035,Female,33,Souvenir,1,258.18,Cash,30/08/2021,Mall of Istanbul
I101509,C152107,Male,20,Cosmetics,3,773.62,Credit Card,14/09/2022,Zorlu Center
I101510,C155844,Male,23,Technology,5,4922.53,Cash,28/06/2021,Forum Istanbul
I101511,C130441,Male,21,Shoes,1,3210.49,Cash,01/10/2021,Cevahir AVM
I101512,C121359,Male,57,Food & Beverage,4,22.02,Credit Card,17/04/2021,Metropol AVM
I101513,C153073,Female,61,Cosmetics,3,213.75,Debit Card,09/01/2023,Forum Istanbul
I101514,C198999,Female,21,Books,4,186.03,Cash,18/09/2021,Cevahir AVM
I101515,C109684,Male,26,Technology,1,1457.21,Credit Card,02/11/2022,Istinye Park
I101516,C138260,Male,69,Toys,5,185.17,Cash,06/12/2022,Forum Istanbul
